RESPONSE ID;INTENT NAME;MESSAGE_ID;QUESTION;MESSAGE
0;covid.question.transmission.2.how_long;0;eu posso transmitir a doença depois de contaminado?;As evidências atuais indicam que ela ocorra principalmente durante o período em que o paciente apresenta sintomas, como febre, tosse, coriza, nariz entupido e dor de garganta, mas podem ser estender até 14 dias do início dos sintomas. Além disso, existem dados científicos que indicam que a transmissão do coronavírus pode ocorrer antes mesmo da pessoa infectada apresentar sintomas, por isso é muito importante manter o distanciamento social!
0;covid.question.treatment.8.garlic;0;o alho é um tratamento ao coronavírus?;O alho apresenta propriedades contra algumas bactérias, porém não existem quaisquer evidências científicas de que este alimento possa evitar a infecção pelo coronavírus.
0;covid.help.10.pregnancy.6.;0;seis;O tipo de parto não se altera. O parto vaginal é seguro e a cesariana tem as suas indicações, como antes.
0;covid.question.behavior.7.public_transport;0;Como devo utilizar o transporte público?;É importante que as janelas do transporte público estejam todas abertas, se possível. Evite tocar olhos, boca, nariz ou qualquer outra região do rosto até que desça do transporte e faça a higiene das mãos, com álcool em gel ou água e sabão.  Evite utilizar o transporte público se houver aglomeração. Sente a uma distância de 2 metros das outras pessoas.
0;covid.question.transmission.1.how;0;como o vírus é transmitido?;A transmissão acontece a partir de gotículas respiratórias eliminadas pela pessoa doente durante a fala, a tosse e os espirros. As gotículas atingem cerca de 1 metro, mas em espirros e tosse podem alcançar distâncias maiores, até de alguns metros. A transmissão a partir das mãos que tocam superfícies contaminadas pelo indivíduo doente parece ser a principal fonte de disseminação, por isso é importante higienizar as mãos após tocar superfícies e evitar tocar no rosto.
0;covid.help.4.orientation.4.;0;quatro;A maior parte das pessoas com coronavírus apresenta quadros leves e o tratamento consiste em repouso, uso de medicações para baixar a febre (dipirona ou paracetamol), hidratação e alimentação adequada. Não existem, até o momento, medicações para tratar o coronavírus. Por isso, é mais seguro para você e para a sua família que você permaneça em casa, a não ser que esteja apresentando algum sinal de gravidade.
0;covid.question.behavior.5.taxis;0;Quais cuidados devo ter quando usar um carro de aplicativo?;Lembre-se que a saída de casa deve ser feita apenas em situações inevitáveis. Nestes casos, se for possível, escolha o transporte individual, carro próprio, em carros de aplicativos ou táxis, pois minimiza seu contato com outras pessoas e a chance de infecção pelo coronavírus. Dentro do carro, solicite ao motorista que deixe as janelas abertas. Não toque no rosto, higienize as mãos após sair do carro e coloque as roupas para lavar ao chegar em casa.
0;covid.question.pets.7.dog_walker;0;que cuidados devo tomar ao passear com cães e animais de estimação em geral?;Siga as recomendações do Conselho Veterinário de seu estado e/ou da prefeitura da sua cidade. Uma alternativa é substituir os passeios com os cães por cuidados dentro de casa, brincando e oferecendo atividades para que eles se exercitem. A lavagem adequada das mãos antes e depois da interação com os animais é essencial.
0;covid.question.behavior.10.church;0;Eu queria ir no culto, posso?;Não. Enquanto durar esta situação de emergência, todas as pessoas, incluindo aquelas que estejam saudáveis, devem permanecer em suas casas e sair apenas em situações inevitáveis, como comprar alimentos ou medicamentos. Qualquer tipo de encontro neste momento, mesmo que religioso, deve ser evitado para diminuir o contato social e a propagação da doença.
0;covid.help.10.pregnancy.2.;0;dois;Em relação à transmissão do vírus ao bebê, parece ser possível de acontecer, mas ainda não se sabe com qual frequência e como isso afeta o bebê.
0;covid.help.11.pets.8.;0;oito;Se puder ajudar a alimentar os animais que necessitam dessa ajuda, faça isso com precaução para proteger sua saúde. Se tiver sintomas respiratórios, não saia de casa e peça a outras pessoas para continuarem este trabalho de forma segura.
0;covid.help.7.hygiene.3.;0;três;Sim, você pode fazer a higienização das mãos com álcool em gel a 70%, que tem capacidade de eliminar o vírus, desde que não haja sujeira visível. Lembre-se que o álcool deve ser aplicado em toda a superfície da mão, incluindo a palma, o dorso, a região entre os dedos e os punhos.
0;covid.help.4.orientation.5;0;cinco;Se você apresentar falta de ar (parado ou ao fazer alguma movimentação como andar, tomar banho ou arrumar a casa), se tiver sensação de desmaio ou se a sua febre persistir por mais de 03 dias ou desaparecer e retornar após 02 dias, deverá procurar imediatamente um serviço de saúde para avaliação médica.
0;covid.help.7.housecare;0;Cuidados em Casa;"O que você quer saber? Digite ou fale o número ao lado da pergunta.

1. Se houver uma pessoa com sintomas gripais que resida na mesma casa que eu, como devemos proceder?
2. Como fazer a limpeza da casa quando houver alguma pessoa com sintomas gripais?
3. A pessoa com sintomas gripais pode preparar a comida para outros moradores da casa?
4. Como devemos proceder com o lixo gerado por uma pessoa de nossa casa que esteja com sintomas de infecção respiratória?
5. Como devemos proceder com a lavagem das roupas de uma pessoa de nossa casa que esteja com sintomas gripais?
6. Voltar às opções anteriores"
0;covid.breath - no;0;não sinto;Você sente que vai desmaiar?
0;covid.help.3.symptoms.6.previous;0;seis;NOT TEXT
0;covid.question.general.3.sars_cov_2;0;O que é a SARS-CoV- 2 ?;SARS-CoV-2 é o nome dado ao coronavírus causador da pandemia atual.
0;covid.help.2.transmission.2.;0;dois;As evidências atuais indicam que ela ocorra principalmente durante o período em que o paciente apresenta sintomas, como febre, tosse, coriza, nariz entupido e dor de garganta, mas podem ser estender até 14 dias do início dos sintomas. Além disso, existem dados científicos que indicam que a transmissão do coronavírus pode ocorrer antes mesmo da pessoa infectada apresentar sintomas, por isso é muito importante manter o distanciamento social!
0;covid.help.5.diagnostic.7.;0;sete;A interpretação isolada de um resultado positivo de IgG no teste sorológico não assegura que o paciente não tenha mais infecção ativa e, mesmo que não a tenha, também não assegura que haja imunidade permanente contra o novo coronavírus.
0;covid.help.8.behavior.7.;0;sete;É importante que as janelas do transporte público estejam todas abertas, se possível. Evite tocar olhos, boca, nariz ou qualquer outra região do rosto até que desça do transporte e faça a higiene das mãos, com álcool em gel ou água e sabão.  Evite utilizar o transporte público se houver aglomeração. Sente a uma distância de 2 metros das outras pessoas.
0;covid.help.6.treatment.2.;0;dois;Até o momento, não existe tratamento comprovadamente eficaz contra o coronavírus. Não existem evidências científicas suficientes que nos confirme que o interferon seja uma medicação eficaz. Esta medicação ainda está sendo testada e não deve fazer parte do tratamento de pessoas infectadas. Além disso, esta medicação possui muitos efeitos que podem ser perigosos para a saúde. Precisamos aguardar os resultados de novos estudos para avaliar se esta medicação será incorporada ao tratamento da doença.
0;covid.question.treatment.6.dexamethasone;0;A dexametasona é a cura para o covid?;Em 16/06/2020, a Universidade de Oxford divulgou os resultados preliminares de um estudo denominado RECOVERY, que demonstraram que a administração de dexametasona associou-se à redução da mortalidade em pacientes com COVID-19 sob ventilação mecânica (1 vida salva a cada 8 pacientes tratados) ou requerendo suporte de oxigênio (1 vida salva a cada 25 pacientes tratados). Nos pacientes com COVID-19 que não necessitaram de oxigênio, não houve sinais de recuperação com o uso da medicação. Seu uso deve ser apenas com prescrição médica, para o grupo de pacientes para o qual foram observados benefícios.
0;covid.question.diagnostic.3.sample;0;Quais as amostras do paciente são coletadas para realização dos testes de COVID-19?;Para a realização dos testes moleculares (RT-PCR), utiliza-se amostras coletadas das vias respiratórias superiores (swabs de orofaringe e/ou nasofaringe) e/ou inferiores de pacientes com quadro clínico suspeito. Para a realização dos testes sorológicos, coleta-se o sangue do paciente com quadro clínico suspeito.
0;covid.question.mask.2.mask_type;0;que tipo de máscara é adequada contra o coronavírus?;Pessoas que estejam com sintomas respiratórios, se precisarem sair de casa, devem utilizar a máscara cirúrgica padrão. As máscaras  N95 e PFF2 deverão ser reservadas para o uso dos profissionais de saúde em atendimento a pessoas com sintomas respiratórios. A máscara de tecido é recomendada pelo Ministério da Saúde para pessoas sem sintomas, ao saírem de casa. Como não há segurança se ela é capaz de proteger as pessoas da contaminação, ela não substitui as medidas de higienização das mãos e o distanciamento social.
0;covid.help.3.symptoms.3.;0;tres;Em estudos com pacientes chineses, a taxa de mortalidade da doença foi de 2,3%. Entretanto, em outros países esta taxa pode variar para menos ou para mais. É o caso da Coréia do Sul, que registrou uma taxa de letalidade de 0,7% e da Itália que, pelo contrário, tem registrado taxas mais elevadas, em torno de 10%. Até o momento, dados brasileiros estimam 6,7% de letalidade.
0;covid.question.behavior.3.ATM;0;Quais as recomendações para usar o caixa eletrônico ?;Se a saída de casa for inevitável, como por exemplo, para fazer compras de alimentos ou medicações, o ideal é que apenas uma pessoa da sua família saia e preferencialmente seja alguém que não pertença aos grupos de risco. Nos caixas eletrônicos, proteja seu dedo com um lenço descartável ou utilize álcool em gel após tocar qualquer superfície. Higienize o cartão com álcool em gel antes de guardá-lo.
0;covid.question.treatment.3.antiretrovirals;0;Os antirretrovirais são tratamentos eficazes contra o coronavírus?;Até o presente momento, não existe tratamento comprovadamente eficaz contra o coronavírus. Não existem evidências científicas suficientes que nos confirme que os antirretrovirais, que são medicações utilizadas no tratamento de pessoas infectadas pelo HIV, sejam eficazes contra o coronavírus. Estas medicações ainda estão sendo testadas e não devem fazer parte do tratamento de pessoas infectadas. Precisamos aguardar os resultados de novos estudos para avaliar se esta medicação será incorporada ao tratamento da doença.
0;covid.help.3.symptoms.1.;0;um;As manifestações frequentes são febre, tosse seca ou com pouca secreção e sensação de falta de ar. Algumas pessoas podem apresentar nariz entupido ou escorrendo, dor de garganta, de cabeça ou no corpo, alteração na capacidade de sentir cheiro ou gosto dos alimentos, enquanto outras podem apresentar enjoo, vômitos e diarreia. Os casos mais graves podem evoluir com intensa falta de ar e sensação de desmaio.
0;covid.question.hygiene.2.soap;0;Posso lavar as mãos com sabão em barra ?;Sim, você pode fazer a lavagem das mãos com sabão em barra.
0;covid.question.behavior.11.pool;0;eu queria usar a piscina da minha casa , posso?;Se for a piscina do condomínio ou de algum clube ou academia, você não deve utilizar, mesmo que não haja outras pessoas utilizando no momento, pois é indispensável que evitemos ao máximo o contato com outros indivíduos e o contato com superfícies potencialmente contaminadas. Se for a piscina da sua casa, utilizada apenas pelas pessoas que moram na mesma residência que você, poderá utilizar, desde que não esteja com sintomas respiratórios.
0;covid.help.5.diagnostic.5.;0;cinco;Não. Os testes rápidos NÃO tem função diagnóstica (confirmação ou descarte) de COVID-19, pois podem ter resultados falso-positivos ou falso-negativos. O diagnóstico laboratorial confirmatório desta doença deve ser feito pelos testes moleculares (RT-PCR).
0;covid.help.8.behavior.5.;0;cinco;Lembre-se que a saída de casa deve ser feita apenas em situações inevitáveis. Nestes casos, se for possível, escolha o transporte individual, carro próprio, em carros de aplicativos ou táxis, pois minimiza seu contato com outras pessoas e a chance de infecção pelo coronavírus. Dentro do carro, solicite ao motorista que deixe as janelas abertas. Não toque no rosto, higienize as mãos após sair do carro e coloque as roupas para lavar ao chegar em casa.
0;covid.breath - yes;0;sinto;Certo #personal_info_context.name. Se você está sentindo falta de ar, precisa, sim, procurar um serviço de urgência. Você não pode perder tempo.
0;covid.help.7.hygiene.1.;0;um;O primeiro passo é retirar todos os adornos, incluindo anéis, aliança, pulseiras e relógio. A lavagem das mãos deve ser feita com água e sabão por um período mínimo de 20 segundos. Toda a superfície da mão, incluindo a palma, o dorso, a região entre os dedos, as unhas e os punhos, deve ser higienizada. Se não for possível fazer a lavagem das mãos, pode-se usar álcool em gel a 70%, desde que não haja sujeira visível.
0;covid.help.1.general.2;0;dois;O nome “coronavírus” se deve ao fato da forma do vírus se assemelhar a uma coroa que, em latim, chama-se corona.
0;covid.help.2.transmission.4;0;quatro;Estes dados ainda estão em estudo. Um estudo recente publicado em uma revista respeitada (NEJM) mostrou que em média o vírus permanece por até 3 horas no ar, até 24 horas no papelão e 3 dias no plástico e nos metais.
0;covid.question.transmission.4.life_time;0;o coronavírus vive por quanto tempo em casa ?;Estes dados ainda estão em estudo. Um estudo recente publicado em uma revista respeitada (NEJM) mostrou que em média o vírus permanece por até 3 horas no ar, até 24 horas no papelão e 3 dias no plástico e nos metais.
0;covid.help.4.orientation.2.;0;dois;A maior parte das pessoas com sintomas respiratórios NÃO deve procurar os serviços de saúde, pois correm o risco de se contaminar, caso seus sintomas não estejam sendo causados pelo coronavírus. A maioria das pessoas tem a doença leve, que pode ser tratada em casa com repouso, hidratação e, se necessário, remédio para dor ou febre (dipirona ou paracetamol).  É importante tomar cuidado para não contaminar as outras pessoas que moram na mesma residência (usar máscara nas áreas comuns, evitar contato íntimo, lavar as mãos, espirrar ou tossir no lenço de papel e jogá-lo no lixo). Se você não pertence ao grupo de risco, deve procurar assistência médica apenas se houver sintomas de gravidade, como dificuldade para respirar, respiração ofegante, sensação de desmaio ou febre por mais de 3 dias ou que desaparece por dois dias e volta a aparecer.
0;covid.help.1.general.6.previous;0;seis;NOT TEXT
0;covid.question.treatment.11.hypertension;0;devo trocar minha medicação de hipertensão?;A suspensão desses medicamentos pode levar a consequências sérias para a sua saúde. As evidências científicas a respeito da influência dos remédios de pressão alta na infecção por coronavírus são questionáveis, portanto, você não deve parar de usá-los por conta própria, a não ser por orientação médica.
0;covid.question.treatment.13.vaccine_flu;0;a vacina da gripe é um tratamento eficaz contra o coronavírus?;Não. A vacina anual para a gripe não possui qualquer efeito protetor contra o coronavírus. Entretanto, esta vacina possui efeito contra os principais vírus causadores da gripe e deve ser utilizada pelos grupos recomendados.
0;covid.help.6.treatment.10.;0;dez;Houve uma recomendação inicial de não usar o anti-inflamatório ibuprofeno para tratar pessoas com doença causada pelo coronavírus, pelo risco de aumentar o risco de evolução para a forma grave da doença, mas ainda são necessários mais estudos para saber se ele é prejudicial. A recomendação do Ministério da Saúde é preferir uso de analgésicos comuns, como dipirona e paracetamol, mas se o anti-inflamatório for necessário, ele pode ser usado. Neste caso, usar a menor dose necessária para alívio dos sintomas.
0;covid.help.6.treatment.7.;0;sete;Não existem evidências científicas que confirmem que a ivermectina seja uma medicação eficaz. Os resultados de estudos que mostraram algum benefício da ivermectiva foram em laboratório, em dose que seria tóxica em humanos. Dessa foram, a ivermectina não deve fazer parte do protocolo para o tratamento de pessoas infectadas.
0;covid.help.5.diagnostic.2.;0;dois;"Existem 2 tipos de testes laboratoriais para COVID-19 disponíveis no Brasil: 

Testes moleculares, conhecidos por RT-PCR (Real Time- Polymerase Reaction Chain): usam amostras colhidas das vias respiratórias do paciente com uma espécie de cotonete e identificam a infecção ativa pelo vírus;

Testes sorológicos: a partir da amostra de sangue, identifica a resposta imunológica do corpo em relação ao vírus."
0;covid.help.8.behavior.2.;0;dois;Se a saída de casa for inevitável, como por exemplo, para fazer compras de alimentos ou medicações, o ideal é que apenas uma pessoa da sua família saia e preferencialmente seja alguém que não pertença aos grupos de risco. Prefira andar de elevador sozinho ou com pessoas da sua família. Procure não tocar nas paredes do elevador e proteja seu dedo com um lenço descartável ou utilize álcool em gel após tocar em qualquer superfície.
0;covid.help.7.hygiene.6.;0;seis;Sim. Pode-se utilizar uma solução de água sanitária.  Para preparar a solução, você pode diluir 200 mL de água sanitária comercial em 5 litros de água (ou  40mL de água sanitária em 1 litro de água). Atenção: esta solução poderá ser utilizada apenas para desinfecção das superfícies (como objetos, paredes, pisos e vidros), nunca deve ser usada no corpo.
0;covid.question.treatment.10.anti-inflammatory;0;anti-inflamatórios são um tratamento eficaz contra o coronavírus?;Houve uma recomendação inicial de não usar o anti-inflamatório ibuprofeno para tratar pessoas com doença causada pelo coronavírus, pelo risco de aumentar o risco de evolução para a forma grave da doença, mas ainda são necessários mais estudos para saber se ele é prejudicial. A recomendação do Ministério da Saúde é preferir uso de analgésicos comuns, como dipirona e paracetamol, mas se o anti-inflamatório for necessário, ele pode ser usado. Neste caso, usar a menor dose necessária para alívio dos sintomas.
0;covid.help.10.pregnancy.7.;0;sete;Se você estiver com sintomas de gripe, o melhor é ficar em casa, mas não deixe de continuar o pré-natal. Entre em contato com o posto de saúde para reagendarem a sua consulta de pré-natal para após o período de isolamento (14 dias após início dos sintomas).
0;covid.question.housecare.4.garbage;0;O que fazer com  o lixo gerado por uma pessoa com coronavírus?;A pessoa com sintomas de infecção respiratória deve ter um lixo no cômodo em que está isolada, para descartar resíduos. O lixo deve ser isolado em um saco plástico e lacrado após o uso. A pessoa que for coletá-lo para descarte, se possível, deve usar luvas. As mãos deverão ser higienizadas com água e sabão ou álcool em gel logo em seguida.
0;covid.symptoms;0;quero saber se preciso ir ao serviço de urgência;A gente vai ajudar você a entender as orientações do Ministério da Saúde para o seu caso. A conversa pode ser usada, guardada, compartilhada e indicar casos suspeitos de COVID-19, para ações de saúde e pesquisa científica. Você aceita?
0;covid.help.10.pregnancy.5.;0;cinco;Os cuidados são: evitar visitas nesse período de pandemia, lavar bem as mãos antes e depois de quaisquer cuidados com o seu filho. Você e todas as pessoas que moram na mesma casa devem se cuidar para evitar se contaminar pelo coronavírus.
0;covid.help.1.general;0;Informações Gerais;"O que você quer saber? Digite ou fale o número ao lado da pergunta.

1. O que são os coronavírus?
2. Por que recebem o nome de coronavírus?
3. O que é SARS-CoV-2?
4. O que é COVID-19?
5. O que é pandemia?
6. Voltar às opções anteriores"
0;covid.question.diagnostic.2.tests;0;Quais os testes laboratoriais para COVID-19 disponíveis no Brasil ?;"Existem 2 tipos de testes laboratoriais para COVID-19 disponíveis no Brasil: 

Testes moleculares, conhecidos por RT-PCR (Real Time- Polymerase Reaction Chain): usam amostras colhidas das vias respiratórias do paciente com uma espécie de cotonete e identificam a infecção ativa pelo vírus;

Testes sorológicos: a partir da amostra de sangue, identifica a resposta imunológica do corpo em relação ao vírus."
0;covid.help.2.transmission.3;0;três;Sem as medidas de distanciamento social, estima-se que uma única pessoa contaminada levará a  cerca de 406 novos casos de doença ao final de 30 dias, mas se reduzirmos a exposição em 50%, este número será de 15 novos casos. Já se reduzirmos a exposição em 75%, este número será de 2,5 casos.
0;covid.help.7.hygiene.4.;0;quatro;Não. Para que o álcool, tanto líquido quanto em gel, tenha a capacidade de eliminar o vírus, ele deverá ter uma concentração de 70%. Acima de 70% evapora muito rápido, não dá tempo de inativar o vírus. Abaixo de 70% contém mais água e é ineficaz para assepsia. Álcool de bebidas e posto de gasolina Não devem ser usados.
0;covid.thanks;0;ótimo;Estamos aqui para te ajudar sobre o COVID-19 sempre que precisar, 24 horas por dia.
0;covid.help.1.general.5;0;cinco;Pandemia é o termo usado para descrever uma situação em que uma doença infecciosa ameaça muitas pessoas ao redor do mundo simultaneamente. Declarar uma pandemia significa dizer que os esforços para conter a expansão mundial do vírus falharam e que a disseminação está fora de controle. Novos vírus são mais prováveis de causarem pandemias porque não temos defesas naturais, medicamentos ou vacinas para nos proteger.
0;covid.help.12.pets;0;Animais Domésticos;"O que você quer saber? Digite ou fale o número ao lado da pergunta.

1. Cães e gatos podem se infectar pelo novo coronavírus?
2. Posso beijar e abraçar meu cachorro? 
3. Quais devem ser os cuidados com meus animais se eu estiver com COVID-19?
4. Devo vacinar meu cachorro contra o coronavírus?
5. Devo colocar uma máscara no meu cão se ele estiver doente?
6. Devo abandonar ou sacrificar meu animal de estimação como medida de segurança?
7. Sou um(a) passeador(a) e/ou cuidador(a) de animais. Devo abandonar meu emprego?
8. Como posso ajudar os animais abandonados na minha vizinhança sem arriscar minha saúde?
9. Voltar às opções anteriores"
0;covid.faint - no;0;não sinto;Você tem febre há mais de 3 dias?
0;covid.help.9.mask.6.previous;0;seis;NOT TEXT
0;covid.help.6.treatment.12.;0;doze;Até o presente momento não. Vários laboratórios ao redor do mundo têm se empenhado para desenvolver, testar, produzir e distribuir a vacina, porém este processo demora. Não existem expectativas, em curto prazo (dias ou semanas), de que a vacina esteja liberada para uso pela população.
0;covid.help.6.treatment.5.;0;cinco;Até o presente momento, não existe tratamento comprovadamente eficaz contra o coronavírus. Não existem evidências científicas suficientes que nos confirme que a vitamina D seja uma medicação eficaz neste contexto.
0;covid.help.3.symptoms.4.;0;quatro;A taxa de mortalidade da doença tem variado de país para país (0,7 a 10%). Isso pode ter relação com as estratégias que cada um tem usado para combater o vírus e com os sistemas de saúde locais. Trata-se de um vírus altamente contagioso, que pode contaminar a maior parte da população de um país se as orientações não forem acatadas. Como cerca de 15% dos doentes precisam de internação hospitalar, a infecção maciça da população pode gerar um colapso do sistema de saúde, que pode não dispor do número suficiente de leitos para a internação das pessoas doentes. Esta situação pode aumentar muito a taxa de mortalidade da doença.
0;covid.question.behavior.2.elevator;0;Devo evitar usar o elevador ?;Se a saída de casa for inevitável, como por exemplo, para fazer compras de alimentos ou medicações, o ideal é que apenas uma pessoa da sua família saia e preferencialmente seja alguém que não pertença aos grupos de risco. Prefira andar de elevador sozinho ou com pessoas da sua família. Procure não tocar nas paredes do elevador e proteja seu dedo com um lenço descartável ou utilize álcool em gel após tocar em qualquer superfície.
0;covid.help.8.behavior.12.previous;0;doze;NOT TEXT
0;covid.help.6.treatment.1.;0;um;Até o presente momento não. Os tratamentos que têm sido divulgados pela mídia ainda são experimentais e não temos evidências de que eles realmente funcionem. O uso de tais tratamentos pode causar efeitos colaterais ao doente e, por isso, não deve ser encorajado. O tratamento do coronavírus deverá ser feito em seu próprio domicílio, com repouso, uso de medicações para a febre, hidratação e alimentação adequada, a não ser que sinais de gravidade estejam presentes.
