321;How can CCR5's effect in HIV-1 transmission be reduced?;Como o efeito do CCR5 na transmissão do HIV-1 pode ser reduzido?;The 32-pb deletion polymorphism in CCR5 has be shown to protect from vertical transmission of HIV-1;Demonstrou-se que o polimorfismo de deleção de 32-pb no CCR5 protege da transmissão vertical do HIV-1
568;What is IFITM?;O que é o IFITM?;interferon-induced transmembrane;transmembrana induzida por interferon
569;How many cysteine residues are contained in the first transmembrane domain of IFITM3?;Quantos resíduos de cisteína estão contidos no primeiro domínio transmembranar do IFITM3?;three;três
570;What inhibits S-palmitoylation?;O que inibe a S-palmitoilação?;2-bromopalmitic acid (2BP);Ácido 2-bromopalmítico (2BP)
571;What interaction is inhibited by the presence of 2-bromopalmitic acid (2BP)?;Que interação é inibida pela presença de ácido 2-bromopalmítico (2BP)?;IFITM5 with FKBP11;IFITM5 com FKBP11
572;What is a function associated with IFITM5?;O que é uma função associada ao IFITM5?;bone formation factor.;fator de formação óssea.
573;What regulates the antiviral activity of IFITM3?;O que regula a atividade antiviral do IFITM3?;S-palmitoylation on the protein;S-palmitoilação na proteína
574;What is another name for IFITM5?;Qual é o outro nome para IFITM5?;bonerestricted IFITM-like (BRIL) protein;proteína tipo IFITM restrita por ossos (BRIL)
575;Why is the expression of IFITM5 not promoted by interferons?;Por que a expressão do IFITM5 não é promovida por interferons?;the region upstream of the ifitm5 gene lacks the interferon regulatory elements;a região a montante do gene ifitm5 não possui os elementos reguladores do interferon
576;What is the amino acid similarity between IFITM5 and the other IFITM proteins?;Qual é a semelhança de aminoácidos entre o IFITM5 e as outras proteínas IFITM?;~ 65% similarity;~ 65% de similaridade
577;What is the amino acid similarity between IFITM 1, IFITM 2, and IFITM 3?;Qual é a semelhança de aminoácidos entre IFITM 1, IFITM 2 e IFITM 3?;~ 85% similarity;~ 85% de similaridade
580;What amino acid might be involved in calcium binding in the C-terminal region of a protein?;Qual aminoácido pode estar envolvido na ligação do cálcio na região C-terminal de uma proteína?;aspartate;aspartato
917;What is the size of bovine coronavirus?;Qual é o tamanho do coronavírus bovino?;31 kb;31 kb
918;What is the molecular structure of bovine coronavirus?;Qual é a estrutura molecular do coronavírus bovino?;single-stranded, linear, and nonsegmented RNA;RNA de fita simples, linear e não segmentado
919;How many nucleotides does bovine coronavirus contain?;Quantos nucleotídeos contém o coronavírus bovino?;30,847 nucleotides;30.847 nucleotídeos
920;What is the size of the orf1ab gene in bovine coronavirus?;Qual é o tamanho do gene orf1ab no coronavírus bovino?;20kb;20kb
921;Is the orf1ab gene at the 3' or 5' end of the bovine coronavirus genome?;O gene orf1ab está na extremidade 3 'ou 5' do genoma do coronavírus bovino?;5= side;5 = lado
1658;What is a significant cause of Influenze like illness among healthy adolescents and adults presenting for medical evaluation?;Qual é uma causa significativa de doença semelhante à gripe entre adolescentes e adultos saudáveis ​​que se apresentam para avaliação médica?;HCoV;HCoV
1659;"What is the most common species of Human Coronavirus among adults?
";Qual é a espécie mais comum de Coronavírus Humano entre adultos?;HCoV-OC43;HCoV-OC43
1660;Which Human Coronavirus showed species specific clinical characteristics of its infection?;Qual coronavírus humano mostrou características clínicas específicas da espécie de sua infecção?;HCoV‐HKU1;HCoV ‐ HKU1
1717;What causes the outbreak of SARS and MERS.;O que causa o surto de SARS e MERS.;Highly virulent species of HCoV;Espécies altamente virulentas de HCoV
1718;What is the case fatality rate of SARS and MERS?;Qual é a taxa de mortalidade de casos de SARS e MERS?;ranged from 14% to 45%;variou de 14% a 45%
1719;What were the common HCOV strains in the 5 year USA study?;Quais foram as cepas comuns de HCOV no estudo de 5 anos nos EUA?; HCoV-OC43 and HCoV-229E;HCoV-OC43 e HCoV-229E
1720;Which species are more prevalent but less severe?;Quais espécies são mais prevalentes, mas menos graves?;HCoV-HKU1, HCoV-OC43, HCoV-NL63, and HCoV-229E;HCoV-HKU1, HCoV-OC43, HCoV-NL63 e HCoV-229E
2996;What is required for a Hepatitis B infection in cells?;O que é necessário para uma infecção por hepatite B nas células?;both intracellular and cell-surface factors;fatores intracelulares e da superfície celular
2997;What regulates the broad, but less specific, virus-cell interaction in a hepatitis B infection?;O que regula a ampla, mas menos específica, interação célula-vírus em uma infecção por hepatite B?;heparan sulfates in the membrane proteins;sulfatos de heparano nas proteínas da membrana
2998;Which protein domain of the Hepatitis B envelope is necessary for infection?;Qual domínio proteico do envelope da hepatite B é necessário para a infecção?;Nterminus of HBV preS1 (amino acids 1-47) ;Fim do HBV préS1 (aminoácidos 1-47)
2999;Where is NTCP located in the body?;Onde o NTCP está localizado no corpo?;lateral surface (canalicular) of hepatocytes;superfície lateral (canalicular) dos hepatócitos
3000;What does the NTCP protein mediate?;O que a proteína NTCP medeia?;bile acid transport ;transporte de ácido biliar
3001;Is NTCP sufficient to allow HBV infection?;O NTCP é suficiente para permitir a infecção por HBV?;not sufficient;não suficiente
3002;Why is NTCP thought to not be sufficient for HBV infection?;Por que o NTCP é considerado insuficiente para a infecção pelo HBV?;the majority of HepaRG cells were found to express NPCT but not to be infected;Verificou-se que a maioria das células HepaRG expressa NPCT, mas não está infectada
3003;What kinds of viruses are Japanese encephalitis virus(JEV), tick-borne encephalitis virus(TBEV), eastern equine encephalitis virus (EEEV), sindbis virus(SV), and dengue virus(DV)?;Que tipos de vírus são o vírus da encefalite japonesa (JEV), vírus da encefalite transmitida por carrapatos (TBEV), vírus da encefalite equina oriental (EEEV), vírus sindbis (SV) e vírus da dengue (DV)?;arboviruses;arbovírus
3004;What are the current clinically-available methods to detect encephalitis viral antigens?;Quais são os métodos clinicamente disponíveis atualmente para detectar antígenos virais de encefalite?;ELISA and IFA;ELISA e IFA
3005;What methods exist for detecting multiple antigens simultaneously in a one-sample, laboratory test?;Quais métodos existem para detectar vários antígenos simultaneamente em um teste de laboratório de uma amostra?;two-dimensional gel electrophoresis , protein chip, mass spectrometry, and suspension array technology;eletroforese em gel bidimensional, chip de proteína, espectrometria de massa e tecnologia de matriz de suspensão
3006;How many antigens could be detected by Liew's multiplex ELISA test?;Quantos antígenos foram detectados pelo teste ELISA multiplex de Liew?;9;9
3007;What kind of antibodies were used in the ELISA-array assay?;Que tipo de anticorpos foram utilizados no ensaio ELISA-array?;monoclonal;monoclonal
3008;How was the ELISA assay validated?;Como foi validado o ensaio ELISA?;using cultured viruses and inoculated chicken eggs with patient sera;usando vírus cultivados e ovos de galinha inoculados com soros de pacientes
3009;What capture antibodies were used in the study?;Quais anticorpos de captura foram usados ​​no estudo?;4D5, 2B5, 1F1, 2B8, 4F9, and 4E11;4D5, 2B5, 1F1, 2B8, 4F9 e 4E11
3010;What was the spotting concentration range for the capture antibodies?;Qual foi o intervalo de concentração de detecção para os anticorpos de captura?;from 0.2 to 0.0125 mg/ml;de 0,2 a 0,0125 mg / ml
3011;How was the proper spotting concentration determined?;Como foi determinada a concentração adequada de detecção?;combination of minimized cross reaction and higher signal intensity;combinação de reação cruzada minimizada e maior intensidade de sinal
3012;How was cross reaction detection determined?;Como foi determinada a detecção de reação cruzada?;by applying JEV, YF, and DV cultures;aplicando culturas JEV, YF e DV
3013;How was the ELISA-array assay validated?;Como foi validado o ensaio ELISA-array?;using cultured viruses and inoculated chicken eggs with patient sera;usando vírus cultivados e ovos de galinha inoculados com soros de pacientes
3014;In 2010, how many cases of tuberculosis were estimated in China?;Em 2010, quantos casos de tuberculose foram estimados na China?;108 per 100,000;108 por 100.000
3015;What is the population of Shandong province?;Qual é a população da província de Shandong?;94 million;94 milhões
3016;What was the purpose of this study?;Qual foi o objetivo deste estudo?;estimate the TB prevalence in Shandong;estimar a prevalência de TB em Shandong
3017;What was the age range for the people surveyed?;Qual era a faixa etária das pessoas pesquisadas?;15 years old or above;15 anos ou mais
3018;How was the survey designed?;Como foi projetada a pesquisa?;in accordance with WHO recommendations;de acordo com as recomendações da OMS
3019;Was was the sample size?;Foi o tamanho da amostra?;52500;52500
3020;How were the clusters selected?;Como os clusters foram selecionados?;A stratified multi stage random sampling;Uma amostragem aleatória estratificada em vários estágios
3021;How many people were in a community cluster?;Quantas pessoas estavam em um cluster da comunidade?;1250 to 1750;1250 a 1750
3022;Who was excluded from the study?;Quem foi excluído do estudo?;Military barracks and prisons;Quartel e prisões militares
3023;When was the study conducted?;Quando foi realizado o estudo?;March to June 2010;Março a junho de 2010
3024;Who conducted the study?;Quem conduziu o estudo?;clinicians, public health doctors, radiologists, laboratory technicians and nurses;médicos, médicos de saúde pública, radiologistas, técnicos de laboratório e enfermeiros
3025;What medium was used to collect the sputum samples?;Qual meio foi usado para coletar as amostras de escarro?;Löwenstein-Jensen medium;Meio Löwenstein-Jensen
3026;What was the response rate for the study?;Qual foi a taxa de resposta do estudo?;95% to 97%;95% a 97%
3027;What was the average age of a study participant?;Qual era a idade média de um participante do estudo?;46 years;46 anos
3028;What was the prevalence rate in Shandong in 2010 for sputum positive cases of tuberculosis?;Qual foi a taxa de prevalência em Shandong em 2010 para casos de tuberculose com escarro?;22.1;22,1
3029;What was the most striking finding of the study regarding tuberculosis patients?;Qual foi o achado mais marcante do estudo em pacientes com tuberculose?;a large proportion of TB patients did not present consistent cough;uma grande proporção de pacientes com TB não apresentou tosse consistente
3030;How many cases of sputum positive tuberculosis patients had no persistent cough?;Quantos casos de pacientes com tuberculose com escarro não tiveram tosse persistente?;45%;45%
3031;How many tuberculosis patients in Shandong were over 65 years old?;Quantos pacientes com tuberculose em Shandong tinham mais de 65 anos?;over half;mais da metade
3041;What enzymes have been reported to be linked with severity of infection and various pathological conditions caused by microorganisms?;Quais enzimas foram relatadas como estando relacionadas à gravidade da infecção e a várias condições patológicas causadas por microorganismos?;cysteine proteases;proteases de cisteína
3042;At what temperatures was the assay completed?;A que temperatura o ensaio foi concluído?;32uC, 37uC, 42uC;32uC, 37uC, 42uC
3043;What criteria sets the guideline for drug-like properties?;Quais critérios definem as diretrizes para propriedades semelhantes a medicamentos?;Lipinski's ''Rule of five'';Regra dos cinco de Lipinski
3044;What could be novel candidates as potent inhibitors of papain like cysteine proteases in resistant microorganisms?;O que poderiam ser novos candidatos como inibidores potentes da papaína, como as proteases da cisteína em microorganismos resistentes?;1-substituted pyridylimidazo[1,5-a]pyridine derivatives;Derivados de piridilimidazo [1,5-a] piridina 1-substituídos
1612;What method is useful in administering small molecules for systemic delivery to the body?;Que método é útil na administração de pequenas moléculas para entrega sistêmica ao corpo?;Intranasal;Intranasal
1615;Why is the nasal mucosa useful in the delivery of small molecules into the body?;Por que a mucosa nasal é útil na liberação de pequenas moléculas no corpo?;the surface area can result in rapid absorption of the medication into the blood;a área da superfície pode resultar em rápida absorção do medicamento no sangue
1616;What are the most common methods of inhaled delivery of medications?;Quais são os métodos mais comuns de administração inalatória de medicamentos?;Metered dose inhalers (MDIs) and dry powder inhalers (DPIs);Inaladores de dose medida (MDIs) e inaladores de pó seco (DPIs)
1617;What medications have shown good promise to in vivo delivery via dry powder inhalers?;Quais medicamentos mostraram boa promessa para entrega in vivo através de inaladores de pó seco?;insulin [39] and low-molecular-weight heparin [40];insulina [39] e heparina de baixo peso molecular [40]
1618;How are siRNAs typically delivered for systemic effect?;Como os siRNAs são normalmente fornecidos para efeito sistêmico?;intratracheal or intranasal delivery;parto intratraqueal ou intranasal
1619;What structures form the human airway?;Quais estruturas formam as vias aéreas humanas?;respiratory bronchioles, alveolar ducts, and alveolar sacs;bronquíolos respiratórios, ductos alveolares e sacos alveolares
1620;What size of particle has been shown to be most effective in the delivery to the lower airway?;Qual o tamanho da partícula demonstrou ser mais eficaz na administração das vias aéreas inferiores?;1-5 μm;1-5 μm
1621;What are the essential conditions in siRNA delivery to effectively produce gene silencing in the lungs?;Quais são as condições essenciais na entrega do siRNA para produzir efetivamente o silenciamento de genes nos pulmões?;delivered to their site of action, be stable, enter the target cells, and be present in the cytoplasm at sufficient concentration;entregue no local de ação, seja estável, entre nas células-alvo e esteja presente no citoplasma em concentração suficiente
1622;How long is the SAIBK gene?;Quanto tempo dura o gene SAIBK?;27,534 nucleotides;27.534 nucleotídeos
1623;How many open reading frames are in the SAIBK gene?;Quantos quadros de leitura abertos estão no gene SAIBK?;10;10
1624;What virus has the closest genetic identity with the SAIBK gene?;Qual vírus tem a identidade genética mais próxima do gene SAIBK?;Chinese IBV strain SC021202;Estirpe IBV chinesa SC021202
257;How many surgical masks or respirators have past studies projected will be required for a pandemic in the United States?;Quantas máscaras cirúrgicas ou respiradores os estudos anteriores projetados serão necessários para uma pandemia nos Estados Unidos?;an estimated 7.3 billion;estimados 7,3 bilhões
248;What is the acronym MERS-CoV?;Qual é o acrônimo MERS-CoV?;Middle East respiratory syndrome coronavirus;Coronavírus da síndrome respiratória no Oriente Médio
249;What are the critical factors that determine the effect of an epidemic?;Quais são os fatores críticos que determinam o efeito de uma epidemia?;Transmissibility and severity;Transmissibilidade e severidade
250;When did the World Health Organization (WHO) officially declare the 2019-nCoV epidemic as a Public Health Emergency of International Concern?;Quando a Organização Mundial da Saúde (OMS) declarou oficialmente a epidemia de 2019-nCoV como uma emergência de saúde pública de interesse internacional?;January 30, 2020;30 de janeiro de 2020
251;What influenza virus was identified in China in 2013?;Qual vírus influenza foi identificado na China em 2013?;H7N9;H7N9
252;What past research has been done on severe, single-wave pandemics?;Que pesquisas anteriores foram feitas sobre pandemias graves de onda única?;After a new influenza virus (H7N9) was identified in China in 2013, a series of modeling articles described the effect of, and level of preparedness for, a severe, single-wave pandemic in the United States.;Depois que um novo vírus influenza (H7N9) foi identificado na China em 2013, uma série de artigos de modelagem descreveu o efeito e o nível de preparação para uma pandemia grave de onda única nos Estados Unidos.
253;What is a clinical attack rate?;O que é uma taxa de ataque clínico?;the proportion of individuals who become ill with or die from a disease in a population initially uninfected;a proporção de indivíduos que adoecem ou morrem de uma doença em uma população inicialmente não infectada
254;What was the clinical attack rate in the 2009 H1N1 pandemic?;Qual foi a taxa de ataque clínico na pandemia de H1N1 de 2009?;20%;20%
255;What is the estimated R0 of COVID-19?;Qual é o R0 estimado do COVID-19?;2.2;2.2
1657;"How many ventilators have past studies projected will be required for a pandemic in the United States?
";Quantos ventiladores os estudos anteriores projetados serão necessários para uma pandemia nos Estados Unidos?;35 000 to 60 000;35000 a 60000
5193;How is exhaled breath condensate used in viral research?;Como o condensado da respiração exalada é usado na pesquisa viral?;the isolation of respiratory viruses;o isolamento de vírus respiratórios
5194;How many patients were i this study?;Quantos pacientes foram este estudo?;102;102
5195;What was the conclusion of this study?;Qual foi a conclusão deste estudo?;EBC collection using the RTube™ is not reliable for diagnosis of respiratory infections;A coleta de hemácias usando o RTube ™ não é confiável para o diagnóstico de infecções respiratórias
5196;How long did the patient breath into the RTube?;Por quanto tempo o paciente respirou no RTube?;10 minutes;10 minutos
5197;What followed the reverse transcription step in the analysis?;O que seguiu a etapa de transcrição reversa na análise?;denaturation step;etapa de desnaturação
5198;What was the last step in the analysis?;Qual foi o último passo na análise?;amplification step;etapa de amplificação
5199;What percentage of the patients were between 20 and 30 years old in this study?;Qual a porcentagem de pacientes entre 20 e 30 anos neste estudo?;52%;52%
5200;Why is EBC an attractive method for screening?;Por que a EBC é um método atraente para a triagem?;easy to perform and can be conducted in a home environment;fácil de executar e pode ser conduzido em um ambiente doméstico
502;What is the leading cause of death among children after the age of 1 month?;Qual é a principal causa de morte entre crianças após 1 mês de idade?;Pneumonia remains the leading cause of death in children outside the neonatal period,;A pneumonia continua sendo a principal causa de morte em crianças fora do período neonatal,
504;How has the number  of  childhood pneumonia been reduced?;Como foi reduzido o número de pneumonia infantil?;New conjugate vaccines against Haemophilus influenzae type b and Streptococcus pneumoniae have contributed to decreases in radiologic, clinical and complicated pneumonia cases;Novas vacinas conjugadas contra Haemophilus influenzae tipo be Streptococcus pneumoniae contribuíram para a diminuição de casos radiológicos, clínicos e complicados de pneumonia
507;What percentage of childhood deaths are due to  pneumonia?;Qual a porcentagem de mortes na infância devido a pneumonia?; approximately 900,000 of the estimated 6.3 million child deaths in 2013 ;aproximadamente 900.000 das 6,3 milhões de mortes infantis estimadas em 2013
510;How has the childhood population grown in the last two  decades?;Como a população infantil cresceu nas últimas duas décadas?;global childhood population from 605 million in 2000 to 664 million in 2015 ;população mundial infantil de 605 milhões em 2000 para 664 milhões em 2015
511;What is the reduction in the number of childhood pneumonia cases?;Qual é a redução no número de casos de pneumonia infantil?;Recent data suggest that there has been a 25% decrease in the incidence of pneumonia, from 0.29 episodes per child year in low-and middle-income countries in 2000, to 0.22 episodes per child year in 2010 [3] . This is substantiated by a 58% decrease in pneumonia-associated disability-adjusted life years between 1990 and 2013, from 186 million to 78 million ;Dados recentes sugerem que houve uma diminuição de 25% na incidência de pneumonia, de 0,29 episódios por ano-criança em países de baixa e média renda em 2000, para 0,22 episódios por ano-criança em 2010 [3]. Isso é comprovado por uma diminuição de 58% nos anos de vida ajustados à incapacidade associados à pneumonia entre 1990 e 2013, de 186 para 78 milhões
512;How much  is the reduction in the childhood pneumonia deaths?;Quanto é a redução nas mortes por pneumonia infantil?;Pneumonia deaths decreased from 1.8 million in 2000 to 900,000 in 2013;As mortes por pneumonia diminuíram de 1,8 milhões em 2000 para 900.000 em 2013
513;Childhood pneumonia rate for  high income countries vs low and middle income countries.;Taxa de pneumonia infantil em países de alta renda versus países de baixa e média renda.;The incidence in high-income countries is estimated at 0.015 episodes per child year, compared to 0.22 episodes per child year in low-and middle-income countries [3] . On average, 1 in 66 children in high-income countries is affected by pneumonia per year, compared to 1 in 5 children in low-and middle-income countries.;A incidência em países de alta renda é estimada em 0,015 episódios por ano-criança, em comparação com 0,22 episódios por ano-criança em países de baixa e média renda [3]. Em média, 1 em 66 crianças em países de alta renda é afetada por pneumonia por ano, em comparação com 1 em cada 5 crianças em países de baixa e média renda.
514;What  percentage of childhood pneumonia deaths occur outside hospital in low and middle  income countries?;Que porcentagem de mortes por pneumonia infantil ocorre fora do hospital em países de baixa e média renda?;up to 81% of severe pneumonia deaths occur outside a hospital ;até 81% das mortes graves por pneumonia ocorrem fora de um hospital
515;Case Fatality Rates for Childhood Pneumonia in high income vs low and middle income countries.;Taxas de mortalidade por casos de pneumonia infantil em países de alta renda versus baixa e média renda.;the case fatality rate is estimated to be almost 10-fold higher in low-and middle-income countries as compared to high-income countries;estima-se que a taxa de letalidade seja quase 10 vezes maior nos países de baixa e média renda em comparação aos países de alta renda
516;How can childhood pneumonia affect the subsequent health of a person?;Como a pneumonia infantil afeta a saúde subsequente de uma pessoa?;"Early life pneumonia can impair longterm lung health by decreasing lung function [6] . Severe or recurrent pneumonia can have a worse effect on lung function; increasing evidence suggests that chronic obstructive pulmonary disease might be related to early childhood pneumonia";"A pneumonia no início da vida pode prejudicar a saúde pulmonar a longo prazo, diminuindo a função pulmonar [6]. Pneumonia grave ou recorrente pode ter um efeito pior na função pulmonar; evidências crescentes sugerem que a doença pulmonar obstrutiva crônica pode estar relacionada à pneumonia na primeira infância"
517;What is the increase in the risk of respiratory disease after having childhood pneumonia.;Qual é o aumento do risco de doença respiratória após pneumonia infantil?;The risk of developing at least one of the major sequelae was estimated as 6% after an ambulatory pneumonia event and 14% after an episode of hospitalized pneumonia.;O risco de desenvolver pelo menos uma das principais sequelas foi estimado em 6% após um evento de pneumonia ambulatorial e 14% após um episódio de pneumonia hospitalizada.
518;Which is the best method to identify pneumonia in a person?;Qual é o melhor método para identificar pneumonia em uma pessoa?;Chest radiologic changes have been considered the gold standard for defining a pneumonia event;As alterações radiológicas do tórax têm sido consideradas o padrão-ouro na definição de um evento de pneumonia
520;What is responsible for the reduction of radiologic pneumonia?;O que é responsável pela redução da pneumonia radiológica?;Widespread use of pneumococcal conjugate vaccination and Haemophilus influenzae type B conjugate vaccination has decreased the incidence of radiologic pneumonia.;O uso generalizado da vacinação conjugada pneumocócica e da vacina contra o Haemophilus influenzae tipo B diminuiu a incidência de pneumonia radiológica.
521;What is the percentage reduction in pneumonia cases due to  vaccination?;Qual é a redução percentual nos casos de pneumonia devido à vacinação?;Haemophilus influenzae type B conjugate vaccination in high-burden communities, the vaccination was associated with an 18% decrease in radiologic pneumonia [13] . Introduction of pneumococcal conjugate vaccination was associated with a 26% decrease in radiologic pneumonia in California between 1995 and 1998 [14] . In vaccine efficacy trials in low-and middle-income countries, pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia [15] , 25% in South Africa [16] and 26% in the Philippines ;Vacinação do Haemophilus influenzae tipo B em comunidades de alto ônus, a vacinação foi associada a uma diminuição de 18% na pneumonia radiológica [13]. A introdução da vacinação pneumocócica conjugada foi associada a uma diminuição de 26% na pneumonia radiológica na Califórnia entre 1995 e 1998 [14]. Nos ensaios de eficácia da vacina em países de baixa e média renda, a vacinação pneumocócica conjugada reduziu a pneumonia radiológica em 37% na Gâmbia [15], 25% na África do Sul [16] e 26% nas Filipinas
522;What is the revised WHO definition of Bacterial Pneumonia?;Qual é a definição revisada da OMS de Pneumonia bacteriana?;" A revised case definition of ""presumed bacterial pneumonia"" has been introduced, and this definition includes pneumonia cases with WHO-defined alveolar consolidation, as well as those with other abnormal chest radiograph infiltrates and a serum C-reactive protein of at least 40 mg/L ";"Foi introduzida uma definição revisada de caso de ""pneumonia bacteriana presumida"" e essa definição inclui casos de pneumonia com consolidação alveolar definida pela OMS, bem como aqueles com outros infiltrados anormais de radiografia de tórax e uma proteína C reativa sérica de pelo menos 40 mg / eu"
524;What is the reduction in bacterial pneumonia under the revised WHO  definition of bacterial pneumonia?;Qual é a redução na pneumonia bacteriana sob a definição revisada da OMS de pneumonia bacteriana?; Using the revised definition, the 10-valent pneumococcal conjugate vaccine (pneumococcal conjugate vaccination-10), had a vaccine efficacy of 22% in preventing presumed bacterial pneumonia in young children in South America [22] , and pneumococcal conjugate vaccination-13 had a vaccine efficacy of 39% in preventing presumed bacterial pneumonia in children older than 16 weeks who were not infected with human immunodeficiency virus (HIV) in South Africa [21];Usando a definição revisada, a vacina pneumocócica 10-valente conjugada (vacinação pneumocócica conjugada-10) teve uma eficácia de 22% na prevenção de pneumonia bacteriana presumida em crianças pequenas na América do Sul [22], e a vacina pneumocócica conjugada-13 teve uma eficácia da vacina de 39% na prevenção de pneumonia bacteriana presumida em crianças com mais de 16 semanas que não foram infectadas pelo vírus da imunodeficiência humana (HIV) na África do Sul [21]
530;What caused the increase in the  incidence of empyema in children in the recent past?;O que causou o aumento da incidência de empiema em crianças no passado recente?; An increased incidence of empyema in children was noted in some high-income countries following pneumococcal conjugate vaccination-7 introduction, and this was attributed to pneumococcal serotypes not included in pneumococcal conjugate vaccination-7, especially 3 and 19A;Observou-se um aumento da incidência de empiema em crianças em alguns países de alta renda após a introdução da vacina pneumocócica conjugada-7, e isso foi atribuído aos sorotipos pneumocócicos não incluídos na vacinação pneumocócica conjugada-7, especialmente 3 e 19A
532;How have the incidence Empyema been reduced?;Como a incidência de empiema foi reduzida?;These trends have been reversed since the introduction of pneumococcal conjugate vaccination-13. Data from the United States suggest that empyema decreased by 50% in children younger than 5 years ;Essas tendências foram revertidas desde a introdução da vacina pneumocócica conjugada-13. Dados dos Estados Unidos sugerem que o empiema diminuiu 50% em crianças menores de 5 anos
